Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR,ForcePrediction,SpringConstant,RLSError,BaselineWidth,Ripeness
1763616927.8599544,0,0.025,0.3,0,1,1,215.5,220,195.0,None,None,None,0.0,unknown
1763616927.9194353,0,0.016666666666666666,0.3,0,0,1,212.33333333333334,219.9,191.66666666666669,None,None,None,0.0,unknown
1763616927.9342372,0,0.0125,0.3,0,0,1,210.75,219.8,191.25,None,None,None,0.0,unknown
1763616928.0271347,0,0.02,0.3,1,0,1,209.8,219.70000000000002,192.0,None,None,None,0.0,unknown
1763616928.0634174,0,0.025,0.3,1,0,1,209.16666666666666,219.60000000000002,193.33333333333334,None,None,None,0.0,unknown
1763616928.1928575,0,0.02142857142857143,0.3,0,0,1,208.71428571428572,219.50000000000003,192.85714285714286,None,None,None,0.0,unknown
1763616928.4170363,0,0.03125,0.3,1,1,1,208.375,219.40000000000003,191.875,None,None,None,0.0,unknown
1763616928.5746675,0,0.02777777777777778,0.3,0,0,1,208.11111111111111,219.30000000000004,189.44444444444446,None,None,None,0.0,unknown
1763616928.7096345,0,0.030000000000000002,0.3,1,0,1,207.9,219.20000000000005,188.5,None,None,None,0.0,unknown
1763616928.825432,0,0.027272727272727275,0.3,0,0,1,207.72727272727272,219.10000000000005,185.90909090909093,None,None,None,0.0,unknown
1763616928.89792,0,0.029166666666666667,0.3,0,1,1,207.58333333333334,219.00000000000006,181.66666666666669,None,None,None,0.0,unknown
1763616928.9123166,0,0.03461538461538462,0.3,0,2,1,207.46153846153845,218.90000000000006,177.69230769230768,None,None,None,0.0,unknown
1763616928.9249723,0,0.03214285714285715,0.3,0,0,1,207.35714285714286,218.80000000000007,174.64285714285714,None,None,None,0.0,unknown
1763616928.9379466,0,0.03333333333333333,0.3,0,1,1,207.26666666666668,218.70000000000007,172.33333333333331,None,None,None,0.0,unknown
1763616928.9675915,0,0.03125,0.3,0,0,1,207.1875,218.60000000000008,169.6875,None,None,None,0.0,unknown
1763616929.0102417,0,0.03235294117647059,0.3,0,1,1,207.11764705882354,218.50000000000009,168.23529411764707,None,None,None,0.0,unknown
1763616929.0203137,0,0.036111111111111115,0.3,1,1,1,206.94444444444446,218.4000000000001,166.94444444444446,None,None,None,0.0,unknown
1763616929.035618,0,0.034210526315789476,0.3,0,0,1,206.89473684210526,218.3000000000001,165.5263157894737,None,None,None,0.0,unknown
1763616929.1975374,0,0.035,0.3,1,0,1,206.85,218.2000000000001,164.75,None,None,None,0.0,unknown
1763616929.3780973,0,0.0380952380952381,0.3,1,1,1,206.8095238095238,218.1000000000001,164.04761904761904,None,None,None,0.0,unknown
1763616929.528781,0,0.038636363636363635,0.3,0,1,1,206.77272727272728,218.0000000000001,164.09090909090907,None,None,None,0.0,unknown
1763616929.6605575,0,0.03695652173913044,0.3,0,0,1,206.7391304347826,217.90000000000012,164.34782608695653,None,None,None,0.0,unknown
1763616929.7733278,0,0.035416666666666666,0.3,0,0,1,206.70833333333334,217.80000000000013,164.79166666666669,None,None,None,0.0,unknown
1763616929.8316905,0,0.034,0.3,0,0,1,206.68,217.70000000000013,165.2,None,None,None,0.0,unknown
1763616929.942371,0,0.03461538461538462,0.3,0,1,1,206.65384615384616,217.60000000000014,164.80769230769232,None,None,None,0.0,unknown
1763616929.9597492,0,0.03333333333333333,0.3,0,0,1,206.62962962962962,217.50000000000014,164.44444444444446,None,None,None,0.0,unknown
1763616930.0991404,0,0.03571428571428572,0.3,1,1,1,206.60714285714286,217.40000000000015,164.82142857142856,None,None,None,0.0,unknown
1763616930.2206094,0,0.034482758620689655,0.3,0,0,1,206.58620689655172,217.30000000000015,164.13793103448273,None,None,None,0.0,unknown
1763616930.4065447,0,0.03333333333333333,0.3,0,0,1,206.56666666666666,217.20000000000016,163.0,None,None,None,0.0,unknown
1763616930.4508164,0,0.03225806451612903,0.3,0,0,1,206.5483870967742,217.10000000000016,162.09677419354838,None,None,None,0.0,unknown
1763616930.6118104,0,0.0328125,0.3,0,1,1,206.53125,217.00000000000017,161.40625,None,None,None,0.0,unknown
1763616930.6617727,0,0.03181818181818182,0.3,0,0,1,206.45454545454547,216.90000000000018,160.60606060606062,None,None,None,0.0,unknown
1763616930.6769118,0,0.030882352941176472,0.3,0,0,1,206.44117647058823,216.80000000000018,159.85294117647058,None,None,None,0.0,unknown
1763616930.7284086,0,0.03142857142857143,0.3,0,1,1,206.42857142857142,216.7000000000002,159.14285714285717,None,None,None,0.0,unknown
