Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity
1755491651.214776,1755491640.0446486,0.51975275,0,0,995.5,1000,992.5
1755491651.2164423,1755491640.0446486,0.34300549999999996,0,0,994.6666666666666,1000,991.6666666666667
1755491651.218362,1755491640.0446486,0.24213324999999997,0,0,994.25,1000,992.5
1755491651.2201736,1755491640.0446486,0.18161099999999997,0,0,994,1000,993.0
1755491651.22209,1755491640.0446486,0.14126374999999997,0,0,993.8333333333334,1000,993.3333333333333
1755491651.224018,1755491640.0446486,0.1124450714285714,0,0,993.7142857142857,1000,993.5714285714287
1755491651.2258768,1755491640.0446486,0.09083174999999996,0,0,993.625,1000,993.75
1755491651.2277186,1755491640.0446486,0.07402199999999996,0,0,993.5555555555555,1000,992.2222222222222
1755491651.2294502,1755491640.0446486,0.06057474999999997,0,0,993.5,1000,991.0
1755491651.2313344,1755491640.0446486,0.04957295454545451,0,0,993.4545454545455,1000,990.0
1755491651.2331636,1755491640.0446486,0.04040524999999996,0,0,993.4166666666666,1000,989.1666666666666
1755491651.2350042,1755491640.0446486,0.036494538461538426,0,0,993.3846153846154,1000,988.0769230769231
1755491651.2368808,1755491640.0446486,0.03314289285714282,0,0,993.3571428571429,1000,987.1428571428571
1755491651.2387428,1755491640.0446486,0.030238499999999963,0,0,993.3333333333334,1000,986.3333333333334
1755491651.2405162,1755491640.0446486,0.02769749999999996,0,0,993.3125,1000,985.625
1755491651.242406,1755491640.0446486,0.028396941176470552,0,0,993.2941176470588,1000,985.5882352941176
1755491651.2443445,1755491640.0446486,0.029018972222222186,0,0,993.2777777777778,1000,985.5555555555555
1755491651.2462,1755491640.0446486,0.029575815789473645,0,0,993.2631578947369,1000,985.5263157894736
1755491651.248061,1755491640.0446486,0.03007724999999996,0,0,993.25,1000,985.5
1755491651.2497678,1755491640.0446486,0.030531190476190437,0,0,993.2380952380952,1000,985.4761904761904
1755491651.251492,1755491640.0446486,0.026398659090909053,0,0,993.2272727272727,1000,985.4545454545455
1755491651.2535918,1755491640.0446486,0.02262571739130431,0,0,993.2173913043479,1000,985.4347826086956
1755491651.2555702,1755491640.0446486,0.019167416666666628,0,0,993.2083333333334,1000,985.4166666666667
1755491651.2574756,1755491640.0446486,0.015985999999999962,0,0,993.2,1000,985.4000000000001
1755491651.2594182,1755491640.0446486,0.011126442307692268,0,0,993.1153846153846,1000,985.5769230769231
1755491651.2614357,1755491640.0446486,0.006627055555555515,0,0,993.0370370370371,1000,985.7407407407408
