Time,State,X,Y,Z,RX,RY,RZ,F
1755493768.6575434,1,0,0,0,0,0,0,0
1755493779.167264,0,0,0,0,0,0,0,0
1755493789.6843572,0,-0.1,0.52,0.4,-90,-112,0,0
