Time,State,X,Y,Z,RX,RY,RZ,F
1755489787.617523,1,0,0,0,0,0,0,0
1755489798.1294503,0,0,0,0,0,0,0,0
1755489808.6539862,0,-0.1,0.52,0.4,-90,-112,0,0
1755489808.654112,0,-0.1,0.62,0.4,-90,-112,0,0
1755489808.6542275,1,0,0,0,0,0,0,3
