PositionError,OrientationError
0.09965169711874941,0.006694316102107911
0.05939849770068902,0.005843792500288303
0.03567876054871843,0.005081589036858091
0.021459407244009375,0.004189548083741475
0.012902699695087089,0.003430206669098345
0.007753205325699119,0.0028158599592479567
0.004656515656632173,0.002318095098021835
0.002795666562030168,0.0019114424404009928
0.0016780635792615478,0.0015773202061730596
0.0010070898366513791,0.00130199151962169
0.0006043515386207977,0.0010748243662878339
0.0003626505709026466,0.0008873056986628729
0.00021760157409345845,0.000887275779006055
0.0001305649969359647,0.0008872649566901659
7.834045902571254e-05,0.0008872610499130666
4.7004801752398724e-05,0.0008872596404559825
2.820307062482108e-05,0.0008872591326805006
1.6921910641382193e-05,0.0008872589499913701
1.0153170964885743e-05,0.000887258883922963
6.091911428754133e-06,0.0008872588603986046
3.6551500432837542e-06,0.0008872588516395349
2.1930911732456627e-06,0.0008872588488866844
1.3158551167801523e-06,0.0008872588476353887
7.895132186735978e-07,0.0008872588471348704
