Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR
1757040808.7248468,1757040800.5273216,0.05,0,0,667,670,502.5,0,1
1757040808.7349305,1757040800.5273216,0.05,0,0,667,670,400.0,0,1
1757040808.7449903,1757040800.5273216,0.05,0,0,667,670,351.25,0,1
1757040808.7549853,1757040800.5273216,0.060000000000000005,0,0,667,670,322.0,1,1
1757040808.7649136,1757040800.5273216,0.058333333333333334,0,0,667,670,302.5,0,1
1757040808.7750206,1757040800.5273216,0.05714285714285715,0,0,667,670,288.57142857142856,0,1
1757040808.785007,1757040800.5273216,0.05625,0,0,667,670,278.125,0,1
1757040808.7951303,1757040800.5273216,0.05555555555555556,0,0,667,670,269.44444444444446,0,1
1757040808.805471,1757040800.5273216,0.060000000000000005,0,0,666.3,670,262.5,1,1
1757040808.8157532,1757040800.5273216,0.0590909090909091,0,0,666.3636363636364,670,256.3636363636364,0,1
1757040808.825653,1757040800.5273216,0.05416666666666667,0,0,666.4166666666666,670,251.66666666666666,0,0
1757040808.8356426,1757040800.5273216,0.05384615384615385,0,0,666.4615384615385,670,248.46153846153845,1,0
1757040808.8459883,1757040800.5273216,0.053571428571428575,0,0,666.5,670,246.42857142857144,0,1
1757040808.8560133,1757040800.5273216,0.05333333333333334,0,0,666.5333333333333,670,244.66666666666669,0,1
1757040808.865876,1757040800.5273216,0.053125000000000006,0,0,666.5625,670,243.125,0,1
1757040808.8761175,1757040800.5273216,0.05294117647058824,0,0,666.5882352941177,670,241.1764705882353,0,1
1757040808.8860378,1757040800.5273216,0.05277777777777778,0,0,666.5555555555555,670,239.44444444444446,0,1
1757040808.896111,1757040800.5273216,0.052631578947368425,0,0,666.5263157894736,670,237.6315789473684,0,1
1757040808.9064438,1757040800.5273216,0.05,0,0,666.55,670,236.0,0,0
1757040808.9165106,1757040800.5273216,0.04761904761904762,0,0,666.5238095238095,670,234.76190476190476,0,0
1757040808.9264643,1757040800.5273216,0.05,0,0,666.5454545454545,670,233.63636363636363,0,2
1757040808.9367557,1757040800.5273216,0.052173913043478265,0,0,666.5652173913044,670,232.60869565217394,0,2
1757040808.94653,1757040800.5273216,0.05416666666666667,0,0,666.5833333333334,670,231.45833333333331,1,1
1757040808.956627,1757040800.5273216,0.054000000000000006,0,0,666.6,670,230.2,0,1
1757040808.9668927,1757040800.5273216,0.05576923076923077,0,0,666.6153846153846,670,229.23076923076923,1,1
1757040808.9770038,1757040800.5273216,0.05925925925925926,0,0,666.6296296296297,670,228.33333333333331,1,2
1757040808.987207,1757040800.5273216,0.06071428571428572,0,0,666.6428571428571,670,227.67857142857144,1,1
1757040808.9970944,1757040800.5273216,0.0603448275862069,0,0,666.6551724137931,670,227.41379310344828,0,1
1757040809.0072896,1757040800.5273216,0.060000000000000005,0,0,666.6666666666666,670,227.16666666666666,0,1
1757040809.0174472,1757040800.5273216,0.05967741935483871,0,0,666.6774193548387,670,226.93548387096774,0,1
1757040809.0274997,1757040800.5273216,0.060937500000000006,0,0,666.6875,670,226.71875,0,2
1757040809.0375292,1757040800.5273216,0.06060606060606061,0,0,666.6969696969697,670,226.5151515151515,1,0
1757040809.0476422,1757040800.5273216,0.060294117647058824,0,0,666.7058823529412,670,226.3235294117647,1,0
1757040809.057585,1757040800.5273216,0.060000000000000005,0,0,666.7142857142857,670,226.28571428571428,0,1
1757040809.0676758,1757040800.5273216,0.059722222222222225,0,0,666.7222222222222,670,226.11111111111111,0,1
1757040809.0776927,1757040800.5273216,0.060810810810810814,0,0,666.7297297297297,670,225.94594594594594,0,2
1757040809.0876982,1757040800.5273216,0.0618421052631579,0,0,666.7368421052631,670,225.78947368421052,1,1
1757040809.0986137,0,0.06282051282051282,1.5,2,666.7435897435897,670,225.76923076923077,0,2
1757040809.1089177,0,0.06375,1.5,2,666.75,669.9,225.875,0,2
1757040809.1187782,0,0.06341463414634146,1.5,2,666.7560975609756,669.8,225.97560975609758,0,1
1757040809.1291964,0,0.0642857142857143,1.5,2,666.7619047619048,669.6999999999999,226.07142857142856,0,2
1757040809.1392138,0,0.06395348837209303,1.5,2,666.7674418604652,669.5999999999999,226.16279069767444,0,1
1757040809.1498983,0,0.06363636363636364,1.5,2,666.7727272727273,669.4999999999999,226.36363636363637,0,1
1757040809.1590815,0,0.06444444444444444,1.5,2,666.7777777777778,669.3999999999999,226.55555555555554,0,2
1757040809.1686585,0,0.06521739130434782,1.5,2,666.7826086956521,669.2999999999998,226.84782608695653,0,2
1757040809.1787105,0,0.06595744680851064,1.5,2,666.7659574468086,669.1999999999998,227.12765957446808,0,2
1757040809.1887686,0,0.065625,1.5,2,666.7708333333334,669.0999999999998,227.39583333333331,0,1
1757040809.1990335,0,0.0653061224489796,1.5,2,666.7755102040817,668.9999999999998,227.85714285714283,0,1
1757040809.2091243,0,0.066,1.5,2,666.78,668.8999999999997,228.4,1,1
1757040809.2193315,0,0.06666666666666667,1.5,2,666.7843137254902,668.7999999999997,229.01960784313724,1,1
1757040809.2294853,0,0.06826923076923078,1.5,2,666.7884615384615,668.6999999999997,229.51923076923077,1,2
1757040809.240206,0,0.06792452830188679,1.5,2,666.7924528301887,668.5999999999997,229.9056603773585,0,1
1757040809.25024,0,0.06851851851851852,1.5,2,666.7962962962963,668.4999999999997,230.1851851851852,0,2
1757040809.259893,0,0.07090909090909091,1.5,2,666.8,668.3999999999996,230.45454545454544,1,3
1757040809.2693932,0,0.07142857142857144,1.5,2,666.8035714285714,668.2999999999996,230.625,0,2
1757040809.2796004,0,0.07192982456140351,1.5,2,666.8070175438596,668.1999999999996,230.96491228070175,0,2
1757040809.2900403,0,0.07241379310344828,1.5,2,666.8103448275862,668.0999999999996,231.20689655172413,0,2
1757040809.3003592,0,0.07288135593220339,1.5,2,666.6949152542373,667.9999999999995,231.4406779661017,0,2
1757040809.309921,0,0.07416666666666667,1.5,2,666.5166666666667,667.8999999999995,231.66666666666666,0,3
1757040809.3202245,0,0.07540983606557378,1.5,2,666.4098360655738,667.7999999999995,231.9672131147541,1,2
1757040809.3302693,0,0.07580645161290323,1.5,2,666.2258064516129,667.6999999999995,232.17741935483872,0,2
1757040809.3399642,0,0.07698412698412699,1.5,2,665.9206349206349,667.5999999999995,232.38095238095238,1,2
1757040809.350467,0,0.07734375,1.5,2,665.75,667.4999999999994,232.5,0,2
1757040809.3608036,0,0.07692307692307693,1.5,2,665.5846153846154,667.3999999999994,232.53846153846155,0,1
1757040809.3703744,0,0.07727272727272727,1.5,2,665.3636363636364,667.2999999999994,232.57575757575756,1,1
1757040809.3808384,0,0.07686567164179105,1.5,2,665.2089552238806,667.1999999999994,232.6865671641791,0,1
1757040809.3904502,0,0.07720588235294118,1.5,2,665.0588235294117,667.0999999999993,232.86764705882354,1,1
1757040809.4005651,0,0.07753623188405798,1.5,2,664.9130434782609,666.9999999999993,232.97101449275362,1,1
1757040809.4105446,0,0.07928571428571429,1.5,2,664.7714285714286,666.8999999999993,233.0,1,3
1757040809.4206321,0,0.08028169014084507,1.5,2,664.7042253521126,666.7999999999993,232.88732394366195,0,3
1757040809.4306817,0,0.08125,1.5,2,664.5833333333334,666.6999999999992,232.77777777777777,1,2
1757040809.4408321,0,0.08082191780821918,1.5,2,664.5205479452055,666.5999999999992,232.60273972602738,0,1
1757040809.4509256,0,0.0804054054054054,1.5,2,664.4054054054054,666.4999999999992,232.36486486486484,0,1
1757040809.4613252,0,0.08,1.5,2,664.28,666.3999999999992,232.13333333333333,0,1
1757040809.471259,0,0.08026315789473684,1.5,2,664.171052631579,666.2999999999992,231.9736842105263,1,1
1757040809.4812584,0,0.08116883116883117,1.5,2,664.0649350649351,666.1999999999991,231.8181818181818,1,2
