Time,State,X,Y,Z,RX,RY,RZ,F
1755490892.3343608,1,0,0,0,0,0,0,0
1755490902.8475993,0,0,0,0,0,0,0,0
1755490913.3757708,0,-0.1,0.52,0.4,-90,-112,0,0
1755490913.375894,0,-0.1,0.62,0.4,-90,-112,0,0
1755490913.3760116,1,0,0,0,0,0,0,3
