Time,State,X,Y,Z,RX,RY,RZ,F
1755493576.5094087,1,0,0,0,0,0,0,0
1755493587.0203252,0,0,0,0,0,0,0,0
1755493597.5365005,0,-0.1,0.52,0.4,-90,-112,0,0
1755493608.0518713,0,-0.1,0.62,0.4,-90,-112,0,0
1755493618.5692976,1,0,0,0,0,0,0,3
