Time,State,X,Y,Z,RX,RY,RZ,F
1732690201.9232209,1,0,0,0,0,0,0,0
1732690206.107863,0,0,0,0,0,0,0,0
1732690208.9712808,0,-0.3,0.45,0.36,-90,-22,0,0
1732690217.6491904,0,-0.3,0.55,0.36,-90,-22,0,0
1732690220.6140954,1,0,0,0,0,0,0,1
1732690280.6942594,0,-0.3,0.45,0.36,-90,-22,0,0
1732690283.5466673,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732690290.3912423,0,-0.3,0,0.2,-179.5,0,-179.5,0
1732690295.8166873,1,0,0,0,0,0,0,0
1732690302.3940823,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732690305.7323208,0,0,0,0,0,0,0,0
