Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR
1757046471.3229659,0,0.1,0,0,589,670,450.0,2,0
1757046471.3330615,0,0.1,0,0,618,670,375.0,2,0
1757046471.3432229,0,0.1,0,0,632.5,670,338.75,1,1
1757046471.3532574,0,0.12000000000000001,0,0,641.2,670,317.0,2,2
1757046471.3634477,0,0.1,0,0,645.5,670,303.33333333333337,0,0
1757046471.3735864,0,0.1,0,0,649.8571428571429,670,293.57142857142856,2,0
1757046471.3836055,0,0.1,0,0,652,670,286.25,2,0
1757046471.3936963,0,0.08888888888888889,0,0,654.6666666666666,670,280.55555555555554,0,0
1757046471.4036636,0,0.09000000000000001,0,0,656.7,670,276.0,1,1
1757046471.4137928,0,0.09545454545454546,0,0,658.4545454545455,670,272.27272727272725,2,1
1757046471.4238334,0,0.1,0,0,659.1666666666666,670,269.5833333333333,2,1
1757046471.4340153,0,0.10384615384615385,0,0,660.4615384615385,670,267.30769230769226,2,1
1757046471.4440446,0,0.10357142857142858,0,0,661.5714285714286,670,265.0,2,0
1757046471.4543288,0,0.1,0,0,661.9333333333333,670,263.0,0,1
1757046471.4645226,0,0.1,0,0,662.8125,670,261.25,1,1
1757046471.4741533,0,0.09705882352941177,0,0,663.5882352941177,670,260.0,1,0
1757046471.4845412,0,0.09166666666666667,0,0,664.5,670,259.16666666666663,0,0
1757046471.4946008,1757046471.4945977,0.08947368421052632,0,0,665.1052631578947,670,258.42105263157896,1,0
1757046471.5048652,1757046471.4945977,0.085,0,0,665.85,670,257.5,0,0
1757046471.514696,1757046471.4945977,0.08333333333333334,0,0,666.3333333333334,670,256.66666666666663,1,0
1757046471.5248158,1757046471.4945977,0.07954545454545454,0,0,666.7727272727273,670,256.1363636363636,0,0
1757046471.5347984,1757046471.4945977,0.0782608695652174,0,0,667.1739130434783,670,255.43478260869568,1,0
1757046471.5449214,1757046471.4945977,0.07916666666666666,0,0,667.5416666666666,670,254.79166666666666,1,1
1757046471.5549352,1757046471.4945977,0.076,0,0,667.88,670,254.0,0,0
1757046471.565048,1757046471.4945977,0.075,0,0,668.3461538461538,670,253.26923076923077,1,0
