Time,State,X,Y,Z,RX,RY,RZ,F,Valid
1763110499.8760266,Action.GRIP,0,0,0,0,0,0,0,1
1763110509.6203656,Action.MOVE,0.053,0.5,0.4,-90,68,0,0,1
