Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity
1755491004.1285164,0,0.613999875,0,0,497,1000,622.5
1755491004.1313264,0,0.3853330833333333,0,0,664,1000,745.0
1755491004.1336896,0,0.27099962499999997,0,0,747.5,1000,806.25
1755491004.1355267,0,0.2023995,0,0,797.6,1000,843.0
1755491004.1373641,0,0.15666604166666667,0,0,831,1000,867.5
1755491004.1392288,0,0.13114210714285715,0,0,854.8571428571429,1000,885.0
1755491004.1416104,0,0.111999125,0,0,872.75,1000,898.125
1755491004.143864,0,0.09711011111111112,0,0,886.6666666666666,1000,908.3333333333333
1755491004.1460512,0,0.08019887500000002,0,0,897.8,1000,916.5
1755491004.147907,0,0.07090784090909093,0,0,906.9090909090909,1000,923.1818181818182
1755491004.1498067,0,0.06316529166666668,0,0,914.5,1000,928.75
1755491004.151858,0,0.05661388461538463,0,0,920.9230769230769,1000,933.4615384615385
1755491004.153888,0,0.05099837500000001,0,0,926.4285714285714,1000,937.5
1755491004.1559627,0,0.04279825000000002,0,0,931.3333333333334,1000,941.3333333333333
1755491004.158275,0,0.03562312500000002,0,0,935.625,1000,944.6875
1755491004.1603422,0,0.02929211764705884,0,0,939.4117647058823,1000,947.6470588235294
1755491004.1623414,0,0.02644231944444446,0,0,942.6666666666666,1000,950.0
1755491004.1641498,0,0.02389248684210528,0,0,945.578947368421,1000,952.1052631578948
1755491004.1661386,0,0.021597625000000016,0,0,948.2,1000,954.0
1755491004.168027,0,0.01952130952380954,0,0,950.5714285714286,1000,955.7142857142858
1755491004.169918,0,0.017633738636363656,0,0,952.8636363636364,1000,957.0454545454545
1755491004.1716704,0,0.013736380434782628,0,0,954.9565217391304,1000,958.2608695652175
1755491004.1738007,0,0.010163791666666686,0,0,956.875,1000,959.375
1755491004.1758354,0,0.0068770000000000185,0,0,958.64,1000,960.4
1755491004.1778014,0,0.0038430288461538654,0,0,960.2692307692307,1000,961.3461538461538
1755491004.1798065,0,0.0028856388888889085,0,0,961.7407407407408,1000,962.037037037037
1755491004.181775,0,0.0019966250000000197,0,0,963.1071428571429,1000,962.6785714285713
1755491004.183747,0,0.0011689137931034683,0,0,964.3793103448276,1000,963.2758620689656
1755491004.1857076,0,0.0003963750000000202,0,0,965.5666666666667,1000,963.8333333333333
1755491004.1878061,0,0.0012865725806451816,0,0,966.6129032258065,1000,964.3548387096773
1755491004.189892,0,0.0021211250000000206,0,0,967.59375,1000,964.84375
1755491004.1918125,0,0.0029050909090909296,0,0,968.5151515151515,1000,965.3030303030303
1755491004.1938157,0,0.0036429338235294327,0,0,969.3823529411765,1000,965.7352941176471
1755491004.1957815,0,0.002910035714285735,0,0,970.2857142857143,1000,966.1428571428571
1755491004.1976802,0,0.0022178472222222434,0,0,971.1388888888889,1000,966.5277777777778
1755491004.1995344,0,0.0015630675675675886,0,0,971.9459459459459,1000,966.8918918918919
1755491004.2014728,0,0.0009427434210526527,0,0,972.7105263157895,1000,967.2368421052631
1755491004.2034662,0,-0.0009278269230769019,0,0,973.4615384615385,1000,967.6923076923076
1755491004.2054048,0,-0.002704874999999979,0,0,974.175,1000,968.125
1755491004.2073803,0,-0.004395243902439003,0,0,974.8536585365854,1000,968.5365853658536
1755491004.2094648,0,-0.006005124999999978,0,0,975.5,1000,968.9285714285713
1755491004.2113864,0,-0.00870292441860463,0,0,976.1162790697674,1000,969.3023255813953
1755491004.2134187,0,-0.011278102272727252,0,0,976.7045454545455,1000,969.659090909091
1755491004.215386,0,-0.013738833333333311,0,0,977.2666666666667,1000,970.0
1755491004.2172225,0,-0.01609258152173911,0,0,977.804347826087,1000,970.3260869565217
1755491004.2190838,0,-0.01728234574468083,0,0,978.3404255319149,1000,970.6382978723404
1755491004.2212362,0,-0.018422541666666646,0,0,978.8541666666666,1000,970.9375
1755491004.223102,0,-0.01951620408163263,0,0,979.3469387755102,1000,971.2244897959183
1755491004.2249637,0,-0.020566124999999977,0,0,979.82,1000,971.5
1755491004.2267246,0,-0.02157487745098037,0,0,980.1764705882352,1000,971.7647058823529
1755491004.2286859,0,-0.022544836538461517,0,0,980.5192307692307,1000,972.0192307692307
1755491004.2305481,0,-0.023478198113207525,0,0,980.8490566037735,1000,972.2641509433963
1755491004.232507,0,-0.024376995370370347,0,0,981.1666666666666,1000,972.5
1755491004.2344887,0,-0.025243113636363616,0,0,981.4727272727273,1000,972.6363636363636
1755491004.2363777,0,-0.02607830357142855,0,0,981.7678571428571,1000,972.7678571428571
1755491004.238391,0,-0.026884192982456118,0,0,982.0526315789474,1000,972.8947368421052
1755491004.2403727,0,-0.027662297413793082,0,0,982.3275862068965,1000,973.0172413793103
1755491004.2422504,0,-0.027566572033898284,0,0,982.5593220338983,1000,973.1355932203389
1755491004.2440608,0,-0.027474041666666643,0,0,982.7833333333333,1000,973.25
1755491004.2458103,0,-0.027384549180327847,0,0,983,1000,973.360655737705
1755491004.247874,0,-0.02729794758064514,0,0,983.2096774193549,1000,973.4677419354839
1755491004.2498484,0,-0.028007749999999977,0,0,983.3650793650794,1000,973.4920634920635
1755491004.251749,0,-0.028695374999999978,0,0,983.515625,1000,973.515625
1755491004.2537203,0,-0.02936184615384613,0,0,983.6615384615385,1000,973.5384615384614
1755491004.2557359,0,-0.03000812499999998,0,0,983.8030303030303,1000,973.560606060606
1755491004.257847,0,-0.030635115671641767,0,0,983.9402985074627,1000,973.5820895522388
1755491004.2598157,0,-0.031243669117647036,0,0,984.0441176470588,1000,973.6029411764706
1755491004.2617884,0,-0.031834586956521714,0,0,984.1449275362319,1000,973.6231884057971
1755491004.2637777,0,-0.032408624999999976,0,0,984.2428571428571,1000,973.6428571428571
1755491004.2659824,0,-0.03296649647887322,0,0,984.3380281690141,1000,973.661971830986
1755491004.2678494,0,-0.03350887499999998,0,0,984.4583333333334,1000,973.8194444444445
1755491004.269805,0,-0.03403639726027395,0,0,984.5753424657535,1000,973.972602739726
1755491004.272127,0,-0.034549665540540515,0,0,984.6891891891892,1000,974.1216216216217
1755491004.2743402,0,-0.035715916666666646,0,0,984.8,1000,974.2666666666667
1755491004.2766001,0,-0.03619358552631577,0,0,984.9078947368421,1000,974.4078947368421
1755491004.278535,0,-0.03665885064935063,0,0,985.012987012987,1000,974.5454545454545
1755491004.2806075,0,-0.03711218910256408,0,0,985.1153846153846,1000,974.6794871794872
1755491004.2826774,0,-0.03692114240506327,0,0,985.2151898734177,1000,974.8101265822785
1755491004.2847228,0,-0.03673487499999998,0,0,985.3125,1000,974.9375
1755491004.2868083,0,-0.03655320987654319,0,0,985.4074074074074,1000,975.0617283950617
1755491004.288809,0,-0.03637597865853656,0,0,985.5,1000,975.1829268292684
1755491004.2909837,0,-0.03560061144578311,0,0,985.566265060241,1000,975.3012048192771
1755491004.293256,0,-0.03484370833333331,0,0,985.6309523809524,1000,975.4166666666666
1755491004.2953103,0,-0.0341046176470588,0,0,985.6941176470589,1000,975.5294117647059
1755491004.2972934,0,-0.03338271802325579,0,0,985.7558139534884,1000,975.6395348837209
1755491004.2992833,0,-0.03210270402298848,0,0,985.8390804597701,1000,975.8045977011494
1755491004.3013742,0,-0.03085178409090907,0,0,985.9204545454545,1000,975.965909090909
1755491004.3032775,0,-0.029628977528089864,0,0,986,1000,976.1235955056179
1755491004.305171,0,-0.0284333472222222,0,0,986.0777777777778,1000,976.2777777777778
1755491004.3072855,0,-0.02726399725274723,0,0,986.1318681318681,1000,976.4835164835165
1755491004.3093026,0,-0.02612007065217389,0,0,986.1847826086956,1000,976.6847826086956
1755491004.3111634,0,-0.025000747311827935,0,0,986.236559139785,1000,976.8817204301075
1755491004.3134344,0,-0.023905242021276574,0,0,986.2872340425532,1000,977.0744680851064
1755491004.315568,0,-0.02388543421052629,0,0,986.3578947368421,1000,977.2631578947369
1755491004.3177614,0,-0.023866041666666643,0,0,986.4270833333334,1000,977.4479166666667
1755491004.3197813,0,-0.023847051546391728,0,0,986.4948453608248,1000,977.6288659793815
1755491004.3217733,0,-0.02382845153061222,0,0,986.5612244897959,1000,977.8061224489796
1755491004.3237903,0,-0.02330517929292927,0,0,986.6262626262626,1000,977.9292929292928
1755491004.3258839,0,-0.022792374999999976,0,0,986.69,1000,978.05
1755491004.3278232,1755491004.327821,-0.03401262499999998,0,0,996.66,1000,985.4
1755491004.3297908,1755491004.327821,-0.03451287499999998,0,0,996.61,1000,985.4
1755491004.3320882,1755491004.327821,-0.03401312499999998,0,0,996.56,1000,985.4000000000001
1755491004.3341527,1755491004.327821,-0.03351337499999998,0,0,996.51,1000,985.4000000000001
1755491004.3362432,1755491004.327821,-0.03301362499999998,0,0,996.46,1000,985.4
1755491004.3383245,1755491004.327821,-0.03301387499999998,0,0,996.39,1000,985.3
1755491004.3402815,1755491004.327821,-0.03301412499999998,0,0,996.32,1000,985.2
1755491004.3421388,1755491004.327821,-0.03301437499999998,0,0,996.25,1000,985.1
1755491004.3441994,1755491004.327821,-0.03301462499999998,0,0,996.18,1000,985.0
1755491004.346178,1755491004.327821,-0.03151487499999998,0,0,996.13,1000,984.9
1755491004.3481677,1755491004.327821,-0.03151512499999998,0,0,996.08,1000,984.8
1755491004.3502066,1755491004.327821,-0.03151537499999998,0,0,996.03,1000,984.7
1755491004.3524745,1755491004.327821,-0.03151562499999998,0,0,995.98,1000,984.6
1755491004.3548214,1755491004.327821,-0.03201587499999998,0,0,995.93,1000,984.5
1755491004.3568673,1755491004.327821,-0.031016124999999974,0,0,995.86,1000,984.3499999999999
1755491004.358923,1755491004.327821,-0.030016374999999977,0,0,995.79,1000,984.2
1755491004.3609211,1755491004.327821,-0.029016624999999976,0,0,995.72,1000,984.05
1755491004.3629036,1755491004.327821,-0.028516874999999976,0,0,995.67,1000,984.0
1755491004.364889,1755491004.327821,-0.028017124999999976,0,0,995.62,1000,983.95
1755491004.3668082,1755491004.327821,-0.027517374999999976,0,0,995.57,1000,983.9000000000001
1755491004.3688016,1755491004.327821,-0.027017624999999976,0,0,995.52,1000,983.85
1755491004.3704736,1755491004.327821,-0.027517874999999976,0,0,995.44,1000,983.85
1755491004.3721864,1755491004.327821,-0.027018124999999976,0,0,995.36,1000,983.85
1755491004.3740263,1755491004.327821,-0.026518374999999976,0,0,995.28,1000,983.85
1755491004.3756905,1755491004.327821,-0.026018624999999976,0,0,995.2,1000,983.85
1755491004.3773592,1755491004.327821,-0.025518874999999976,0,0,995.12,1000,983.85
1755491004.378978,1755491004.327821,-0.025019124999999975,0,0,995.05,1000,983.9000000000001
1755491004.3805857,1755491004.327821,-0.024519374999999975,0,0,994.98,1000,983.95
1755491004.382234,1755491004.327821,-0.024019624999999975,0,0,994.91,1000,984.0
1755491004.38395,1755491004.327821,-0.023519874999999975,0,0,994.84,1000,984.05
1755491004.3855844,1755491004.327821,-0.023520124999999975,0,0,994.79,1000,984.1
1755491004.3870757,1755491004.327821,-0.024020374999999976,0,0,994.74,1000,984.1
1755491004.3887298,1755491004.327821,-0.024520624999999976,0,0,994.69,1000,984.1
1755491004.3903687,1755491004.327821,-0.025020874999999977,0,0,994.64,1000,984.1
1755491004.3919835,1755491004.327821,-0.025021124999999977,0,0,994.56,1000,984.1
1755491004.3936024,1755491004.327821,-0.025021374999999974,0,0,994.48,1000,984.1
1755491004.3950994,1755491004.327821,-0.025021624999999974,0,0,994.4,1000,984.1
1755491004.3967934,1755491004.327821,-0.025021874999999975,0,0,994.32,1000,984.1
1755491004.3984754,1755491004.327821,-0.024522124999999974,0,0,994.23,1000,984.05
1755491004.4001443,1755491004.327821,-0.024022374999999974,0,0,994.14,1000,984.0
1755491004.4016964,1755491004.327821,-0.023522624999999974,0,0,994.05,1000,984.0
1755491004.4033575,1755491004.327821,-0.023022874999999977,0,0,993.96,1000,984.0
1755491004.404999,1755491004.327821,-0.022023124999999977,0,0,993.87,1000,984.0
1755491004.4066565,1755491004.327821,-0.021023374999999976,0,0,993.78,1000,984.0
1755491004.408286,1755491004.327821,-0.020023624999999975,0,0,993.69,1000,984.0
1755491004.4099755,1755491004.327821,-0.020023874999999976,0,0,993.6,1000,984.0
1755491004.4115875,1755491004.327821,-0.019524124999999976,0,0,993.5,1000,984.0
1755491004.4131172,1755491004.327821,-0.019024374999999975,0,0,993.4,1000,984.0
1755491004.414759,1755491004.327821,-0.018524624999999975,0,0,993.3,1000,984.0
1755491004.416431,1755491004.327821,-0.018024874999999975,0,0,993.2,1000,984.0
1755491004.4179776,1755491004.327821,-0.017025124999999974,0,0,993.15,1000,984.05
