Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity
1755490464.1413505,0,0.670246325,0,0,498,1000,622.5
1755490464.1439173,0,0.46032598333333336,0,0,666,1000,741.6666666666667
1755490464.146417,0,0.35536397500000005,0,0,750,1000,801.25
1755490464.1486292,0,0.2923853,0,0,800.4,1000,837.0
1755490464.150665,0,0.2503982916666667,0,0,833.6666666666666,1000,861.6666666666666
1755490464.1523995,0,0.22040652142857148,0,0,857.4285714285714,1000,879.2857142857142
1755490464.1542869,0,0.19791177500000004,0,0,875.25,1000,892.5
1755490464.1560776,0,0.18041504444444448,0,0,889.1111111111111,1000,902.7777777777778
1755490464.1578867,0,0.16141692500000004,0,0,900.4,1000,911.0
1755490464.159763,0,0.14587234090909093,0,0,909.6363636363636,1000,917.7272727272727
1755490464.1617663,0,0.13291790833333336,0,0,917.3333333333334,1000,923.3333333333334
1755490464.1636605,0,0.12195590000000003,0,0,923.8461538461538,1000,928.0769230769231
1755490464.1655602,0,0.10898793928571432,0,0,929.2857142857143,1000,932.1428571428571
1755490464.1674392,0,0.09774855000000003,0,0,934,1000,935.6666666666666
1755490464.169165,0,0.08791362500000002,0,0,938.125,1000,938.75
1755490464.1712089,0,0.07923531764705885,0,0,941.7647058823529,1000,941.4705882352941
1755490464.1731126,0,0.07152085833333337,0,0,944.8888888888889,1000,943.8888888888889
1755490464.1749842,0,0.06724963947368424,0,0,947.6842105263158,1000,946.0526315789474
1755490464.1768715,0,0.06340517500000004,0,0,950.2,1000,948.0
1755490464.1787844,0,0.05992650000000003,0,0,952.4761904761905,1000,949.7619047619048
1755490464.1806085,0,0.05676373409090912,0,0,954.5454545454545,1000,951.3636363636364
1755490464.1826463,0,0.053875671739130465,0,0,956.4347826086956,1000,952.8260869565217
1755490464.184538,0,0.05122797500000003,0,0,958.1666666666666,1000,954.1666666666666
1755490464.1863747,0,0.04879180000000003,0,0,959.76,1000,955.4000000000001
1755490464.1882193,0,0.046542740384615415,0,0,961.2307692307693,1000,956.5384615384615
1755490464.1901581,0,0.044460005555555585,0,0,962.5925925925926,1000,957.5925925925926
1755490464.1921682,0,0.04252577500000003,0,0,963.8571428571429,1000,958.5714285714287
1755490464.1941476,0,0.04072468620689658,0,0,965.0344827586207,1000,959.4827586206897
1755490464.1961315,0,0.03904342500000003,0,0,966.1333333333333,1000,960.3333333333334
1755490464.1979365,0,0.0390832983870968,0,0,967.258064516129,1000,961.1290322580645
1755490464.1998603,0,0.03912045000000003,0,0,968.3125,1000,961.875
1755490464.2017915,0,0.0391551272727273,0,0,969.3030303030303,1000,962.5757575757576
1755490464.2040732,0,0.039187548529411795,0,0,970.2352941176471,1000,963.2352941176471
1755490464.206184,0,0.03636076428571431,0,0,971.1714285714286,1000,963.5714285714286
1755490464.2081902,0,0.03369081944444447,0,0,972.0555555555555,1000,963.8888888888889
1755490464.2103724,0,0.031164997297297325,0,0,972.8918918918919,1000,964.1891891891892
1755490464.2122312,0,0.028771919736842132,0,0,973.6842105263158,1000,964.4736842105262
1755490464.2143934,0,0.029065478205128233,0,0,974.3846153846154,1000,964.6153846153845
1755490464.2163122,0,0.029344175000000028,0,0,975.05,1000,964.75
1755490464.2182899,0,0.029609097560975635,0,0,975.6829268292682,1000,964.8780487804878
1755490464.220158,0,0.02986122976190479,0,0,976.2857142857143,1000,965.0
1755490464.2222583,0,0.030101463953488398,0,0,976.7906976744187,1000,965.1162790697674
1755490464.2242324,0,0.03033061136363639,0,0,977.2727272727273,1000,965.2272727272727
