Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR
1756697276.884985,1756697213.6182353,95.69975528688525,0,0,999.5,1000,997.5,2053,1774
1756697276.8952122,1756697213.6182353,63.7830105737705,0,0,999,1000,1006.6666666666666,2052,1774
1756697276.9052117,1756697213.6182353,47.83714086065574,0,0,998.75,1000,1010.0,2053,1774
1756697276.9152114,1756697213.6182353,38.25962114754098,0,0,998.6,1000,1010.0,2052,1774
1756697276.9255328,1756697213.6182353,31.874609767759566,0,0,998.8333333333334,1000,1008.3333333333334,2053,1773
1756697276.9355514,1756697213.6182353,27.313888864168618,0,0,999.1428571428571,1000,1007.8571428571429,2052,1774
1756697276.9455976,1756697213.6182353,23.899599508196722,0,0,999,1000,1008.125,2053,1774
1756697276.9557252,1756697213.6182353,21.249597850637524,0,0,998.8888888888889,1000,1009.4444444444443,2054,1774
1756697276.9660661,1756697213.6182353,19.134597581967213,0,0,998.8,1000,1010.0,2054,1775
1756697276.9759855,1756697213.6182353,17.39505286885246,0,0,998.7272727272727,1000,1010.0,2052,1775
1756697276.9859507,1756697213.6182353,15.937099822404372,0,0,998.9166666666666,1000,1009.5833333333333,2051,1774
1756697276.9961932,1756697213.6182353,14.707294211853721,0,0,998.8461538461538,1000,1009.2307692307692,2052,1774
1756697277.0061495,1756697213.6182353,13.649604443793912,0,0,998.7857142857143,1000,1008.5714285714286,2052,1773
1756697277.0165951,1756697213.6182353,12.736274016393443,0,0,998.7333333333333,1000,1007.3333333333333,2052,1774
1756697277.0264542,1756697213.6182353,11.943360553278689,0,0,998.6875,1000,1006.25,2053,1775
1756697277.0368197,1756697213.6182353,11.2349081195757,0,0,998.9411764705883,1000,1005.0,2052,1773
1756697277.046569,1756697213.6182353,10.607950988160292,0,0,998.8888888888889,1000,1004.4444444444445,2053,1773
1756697277.0564694,1756697213.6182353,10.044358321829163,0,0,998.8421052631579,1000,1003.9473684210527,2052,1773
1756697277.066596,1756697213.6182353,9.537125450819673,0,0,998.8,1000,1003.5,2052,1773
1756697277.0767765,1756697213.6182353,9.078200975800156,0,0,998.952380952381,1000,1003.3333333333333,2052,1773
1756697277.086936,1756697213.6182353,8.665542842771982,0,0,998.9090909090909,1000,1003.4090909090909,2053,1774
1756697277.0968866,1756697213.6182353,8.284420659301498,0,0,999.0434782608696,1000,1003.9130434782609,2052,1773
