Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR
1757043100.9088087,0,0.07500000000000001,0,0,654.5,670,502.5,1,0
1757043100.918728,0,0.08333333333333334,0,0,661.6666666666666,670,410.0,2,0
1757043100.928707,1757043100.9287047,0.07500000000000001,0,0,665.25,670,363.75,1,0
1757043100.938907,1757043100.9287047,0.08,0,0,665.6,670,337.0,2,0
1757043100.948926,1757043100.9287047,0.07500000000000001,0,0,667.3333333333334,670,319.16666666666663,1,0
1757043100.9590178,1757043100.9287047,0.07857142857142857,0,0,668.5714285714286,670,305.0,1,1
1757043100.9691668,1757043100.9287047,0.06875,0,0,669.5,670,294.375,0,0
1757043100.9794044,1757043100.9287047,0.061111111111111116,0,0,669.2222222222222,670,285.55555555555554,0,0
1757043100.989526,1757043100.9287047,0.055,0,0,670.3,670,278.5,0,0
1757043100.999439,1757043100.9287047,0.06363636363636364,0,0,670.8181818181819,670,273.18181818181813,2,1
1757043101.0095477,1757043100.9287047,0.0625,0,0,671.25,670,268.75,1,0
1757043101.0196493,1757043100.9287047,0.06538461538461539,0,0,671.6153846153846,670,265.0,1,1
1757043101.0296938,1757043100.9287047,0.0642857142857143,0,0,671.2857142857143,670,261.7857142857143,0,1
1757043101.0397904,1757043100.9287047,0.06666666666666667,0,0,671.6,670,259.33333333333337,2,0
1757043101.0498476,1757043100.9287047,0.065625,0,0,671.3125,670,257.1875,1,0
1757043101.060441,1757043100.9287047,0.07058823529411765,0,0,671.5882352941177,670,255.2941176470588,2,1
1757043101.0703173,1757043100.9287047,0.07222222222222223,0,0,671.3333333333334,670,253.8888888888889,1,1
1757043101.080602,1757043100.9287047,0.0736842105263158,0,0,671.578947368421,670,252.36842105263156,2,0
1757043101.0906591,1757043100.9287047,0.07,0,0,671.8,670,250.75,0,0
1757043101.1010356,1757043100.9287047,0.06904761904761905,0,0,672,670,249.28571428571428,1,0
1757043101.1111243,1757043100.9287047,0.06590909090909092,0,0,672.1363636363636,670,248.1818181818182,0,0
1757043101.1215339,1757043100.9287047,0.06739130434782609,0,0,672.304347826087,670,247.17391304347825,2,0
1757043101.1314487,1757043100.9287047,0.06458333333333334,0,0,672.4583333333334,670,246.25,0,0
1757043101.141671,1757043100.9287047,0.064,0,0,672.6,670,245.60000000000002,1,0
1757043101.1517236,1757043100.9287047,0.06346153846153846,0,0,672.7307692307693,670,245.19230769230768,1,0
1757043101.1620352,1757043100.9287047,0.06481481481481481,0,0,672.5185185185185,670,244.62962962962962,1,1
1757043101.171916,1757043100.9287047,0.0642857142857143,0,0,672.3214285714286,670,244.1071428571429,0,1
1757043101.1824555,1757043100.9287047,0.06379310344827586,0,0,672.448275862069,670,243.44827586206898,0,1
1757043101.1925237,1757043100.9287047,0.06333333333333334,0,0,672.5666666666667,670,242.83333333333334,0,1
1757043101.2025242,1757043100.9287047,0.061290322580645165,0,0,672.6774193548387,670,242.25806451612902,0,0
1757043101.2125876,1757043100.9287047,0.060937500000000006,0,0,672.78125,670,241.71875,1,0
1757043101.2225657,1757043100.9287047,0.06060606060606061,0,0,672.8787878787879,670,241.06060606060606,1,0
1757043101.2327242,1757043100.9287047,0.060294117647058824,0,0,672.9411764705883,670,240.44117647058823,1,0
1757043101.2428246,1757043100.9287047,0.06142857142857143,0,0,673.0285714285715,670,239.85714285714286,1,1
1757043101.2536964,0,0.061111111111111116,1.5,2,673.1111111111111,670,239.16666666666666,1,0
1757043101.263691,0,0.060810810810810814,1.5,2,673.1891891891892,669.9,238.7837837837838,1,0
1757043101.2736988,0,0.0618421052631579,1.5,2,673.2631578947369,669.8,238.42105263157896,2,0
1757043101.284303,0,0.06153846153846154,1.5,2,673.3333333333334,669.6999999999999,238.2051282051282,1,0
1757043101.2940733,0,0.061250000000000006,1.5,2,673.4,669.5999999999999,238.0,1,0
1757043101.3041577,0,0.06097560975609757,1.5,2,673.439024390244,669.4999999999999,237.6829268292683,1,0
1757043101.3141017,0,0.0630952380952381,1.5,2,673.5,669.3999999999999,237.38095238095238,2,1
1757043101.324372,0,0.06162790697674419,1.5,2,673.5581395348837,669.2999999999998,237.2093023255814,0,0
1757043101.3344955,0,0.06136363636363636,1.5,2,673.6136363636364,669.1999999999998,236.9318181818182,0,1
1757043101.3444993,0,0.06222222222222223,1.5,2,673.6666666666666,669.0999999999998,236.66666666666666,1,1
1757043101.3546572,0,0.06304347826086956,1.5,2,673.7173913043479,668.9999999999998,236.5217391304348,1,1
1757043101.3647351,0,0.06382978723404256,1.5,2,673.7659574468086,668.8999999999997,236.38297872340425,1,1
1757043101.3748891,0,0.06458333333333334,1.5,2,673.8125,668.7999999999997,236.25,1,1
1757043101.3849912,0,0.0642857142857143,1.5,2,673.6734693877551,668.6999999999997,236.0204081632653,1,0
1757043101.394929,0,0.063,1.5,2,673.72,668.5999999999997,235.8,0,0
1757043101.4051676,0,0.06274509803921569,1.5,2,673.843137254902,668.4999999999997,235.58823529411765,1,0
1757043101.4151514,0,0.0625,1.5,2,673.8846153846154,668.3999999999996,235.48076923076923,0,1
1757043101.425272,0,0.06320754716981132,1.5,2,673.9245283018868,668.2999999999996,235.37735849056605,1,1
1757043101.4352922,0,0.06481481481481481,1.5,2,673.9629629629629,668.1999999999996,235.27777777777777,2,1
1757043101.4455233,0,0.06545454545454546,1.5,2,674.0727272727273,668.0999999999996,235.1818181818182,2,0
1757043101.4556682,0,0.06517857142857143,1.5,2,674.1071428571429,667.9999999999995,235.17857142857144,1,0
1757043101.465917,0,0.06578947368421052,1.5,2,674.2456140350877,667.8999999999995,235.08771929824562,2,0
1757043101.4759593,0,0.06724137931034482,1.5,2,674.1206896551724,667.7999999999995,235.0,2,1
1757043101.4860256,0,0.06779661016949153,1.5,2,673.8135593220339,667.6999999999995,235.0,2,0
1757043101.4960306,0,0.06833333333333333,1.5,2,673.7,667.5999999999995,235.0,0,2
1757043101.5063798,0,0.06721311475409836,1.5,2,673.3934426229508,667.4999999999994,234.91803278688525,0,0
1757043101.5163257,0,0.06612903225806452,1.5,2,673.0967741935484,667.3999999999994,234.75806451612902,0,0
1757043101.526652,0,0.06587301587301587,1.5,2,672.8095238095239,667.2999999999994,234.52380952380952,1,0
1757043101.536597,0,0.065625,1.5,2,672.53125,667.1999999999994,234.140625,1,0
1757043101.5466003,0,0.06538461538461539,1.5,2,672.2615384615384,667.0999999999993,233.69230769230768,1,0
1757043101.5565686,0,0.06590909090909092,1.5,2,671.8787878787879,666.9999999999993,233.33333333333334,2,0
1757043101.566679,0,0.0664179104477612,1.5,2,671.6268656716418,666.8999999999993,233.13432835820896,1,1
1757043101.5767128,0,0.0661764705882353,1.5,2,671.3823529411765,666.7999999999993,232.86764705882354,1,0
1757043101.5867577,0,0.06521739130434782,1.5,2,671.1449275362319,666.6999999999992,232.6086956521739,0,0
1757043101.5971742,0,0.065,1.5,2,670.9142857142857,666.5999999999992,232.28571428571428,0,1
1757043101.6073394,0,0.06408450704225352,1.5,2,670.6901408450705,666.4999999999992,231.90140845070425,0,0
1757043101.6171823,0,0.06319444444444444,1.5,2,670.4722222222222,666.3999999999992,231.59722222222223,0,0
1757043101.6271894,0,0.06301369863013699,1.5,2,670.2602739726027,666.2999999999992,231.36986301369862,1,0
1757043101.6373265,0,0.06351351351351352,1.5,2,670.0540540540541,666.1999999999991,231.14864864864865,1,1
1757043101.6475003,0,0.06466666666666666,1.5,2,669.8,666.0999999999991,230.93333333333334,2,1
1757043101.6574745,0,0.06578947368421052,1.5,2,669.6052631578947,665.9999999999991,230.65789473684208,3,0
1757043101.6675549,0,0.06623376623376624,1.5,2,669.4155844155844,665.8999999999991,230.32467532467533,2,0
1757043101.677557,0,0.06602564102564103,1.5,2,669.2307692307693,665.799999999999,230.06410256410254,1,0
1757043101.687673,0,0.0670886075949367,1.5,2,669.2025316455696,665.699999999999,229.9367088607595,2,1
1757043101.6978905,0,0.068125,1.5,2,669.175,665.599999999999,229.875,2,1
1757043101.7081492,0,0.06913580246913581,1.5,2,669.1481481481482,665.499999999999,229.81481481481484,2,1
1757043101.7182727,0,0.06951219512195123,1.5,2,669.109756097561,665.399999999999,229.7560975609756,1,1
1757043101.728241,0,0.06987951807228916,1.5,2,669.0722891566265,665.2999999999989,229.81927710843374,1,1
1757043101.738258,0,0.07023809523809524,1.5,2,669.0357142857143,665.1999999999989,229.82142857142856,1,1
