Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR,ForcePrediction,SpringConstant,RLSError,BaselineWidth,Ripeness
1763618011.4439285,0,0.0,0.5,0,0,1,211,220,202.5,None,None,None,0.0,unknown
1763618011.5862234,0,0.0,0.5,0,0,1,209.33333333333334,219.9,203.33333333333334,None,None,None,0.0,unknown
1763618011.812948,0,0.0125,0.5,1,0,1,208.5,219.8,203.75,None,None,None,0.0,unknown
1763618011.9534755,0,0.01,0.5,0,0,1,208,219.70000000000002,204.0,None,None,None,0.0,unknown
1763618012.162098,0,0.008333333333333333,0.5,0,0,1,207.66666666666666,219.60000000000002,204.16666666666666,None,None,None,0.0,unknown
1763618012.3054664,0,0.014285714285714287,0.5,1,0,1,207.42857142857142,219.50000000000003,205.71428571428572,None,None,None,0.0,unknown
1763618012.6393423,0,0.0125,0.5,0,0,1,207.25,219.40000000000003,205.625,None,None,None,0.0,unknown
1763618012.8343465,0,0.011111111111111112,0.5,0,0,1,207.11111111111111,219.30000000000004,206.11111111111111,None,None,None,0.0,unknown
1763618013.0003636,0,0.01,0.5,0,0,1,207,219.20000000000005,206.0,None,None,None,0.0,unknown
1763618013.1331866,0,0.009090909090909092,0.5,0,0,1,206.9090909090909,219.10000000000005,205.0,None,None,None,0.0,unknown
1763618013.3253944,0,0.0125,0.5,1,0,1,206.83333333333334,219.00000000000006,205.0,None,None,None,0.0,unknown
1763618013.6140676,0,0.011538461538461539,0.5,0,0,1,206.76923076923077,218.90000000000006,205.0,None,None,None,0.0,unknown
1763618013.6786134,0,0.014285714285714287,0.5,1,0,1,206.71428571428572,218.80000000000007,205.35714285714286,None,None,None,0.0,unknown
1763618013.775389,0,0.013333333333333334,0.5,0,0,1,206.66666666666666,218.70000000000007,205.33333333333334,None,None,None,0.0,unknown
1763618013.8947031,0,0.0125,0.5,0,0,1,206.625,218.60000000000008,205.9375,None,None,None,0.0,unknown
1763618014.0263903,0,0.011764705882352941,0.5,0,0,1,206.58823529411765,218.50000000000009,205.29411764705884,None,None,None,0.0,unknown
1763618014.110459,0,0.01388888888888889,0.5,0,1,1,206.55555555555554,218.4000000000001,205.0,None,None,None,0.0,unknown
1763618014.275479,0,0.013157894736842106,0.5,0,0,1,206.52631578947367,218.3000000000001,204.4736842105263,None,None,None,0.0,unknown
1763618014.3703432,0,0.0125,0.5,0,0,1,206.5,218.2000000000001,204.5,None,None,None,0.0,unknown
1763618014.4664807,0,0.011904761904761906,0.5,0,0,1,206.47619047619048,218.1000000000001,205.0,None,None,None,0.0,unknown
1763618014.6604874,0,0.011363636363636364,0.5,0,0,1,206.45454545454547,218.0000000000001,204.77272727272728,None,None,None,0.0,unknown
1763618014.9121163,0,0.010869565217391306,0.5,0,0,1,206.43478260869566,217.90000000000012,203.04347826086956,None,None,None,0.0,unknown
1763618015.0234754,0,0.010416666666666668,0.5,0,0,1,206.41666666666666,217.80000000000013,201.25,None,None,None,0.0,unknown
1763618015.1474795,0,0.012,0.5,0,1,1,206.4,217.70000000000013,199.8,None,None,None,0.0,unknown
1763618015.233289,0,0.011538461538461539,0.5,0,0,1,206.3846153846154,217.60000000000014,198.65384615384613,None,None,None,0.0,unknown
1763618015.3866434,0,0.011111111111111112,0.5,0,0,1,206.37037037037038,217.50000000000014,197.4074074074074,None,None,None,0.0,unknown
