Time,State,X,Y,Z,RX,RY,RZ,F
1732691700.8731833,1,0,0,0,0,0,0,0
1732691704.8938859,0,0,0,0,0,0,0,0
1732691705.409975,0,-0.3,0.45,0.36,-90,-22,0,0
1732691715.0458329,0,-0.3,0.55,0.36,-90,-22,0,0
1732691717.925508,1,0,0,0,0,0,0,1
1732691738.4984097,0,-0.3,0.45,0.36,-90,-22,0,0
1732691741.4880786,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732691749.2446604,0,-0.3,0,0.2,-179.5,0,-179.5,0
1732691752.669342,1,0,0,0,0,0,0,0
1732691758.6854126,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732691762.0369494,0,0,0,0,0,0,0,0
