Time,State,X,Y,Z,RX,RY,RZ,F
1732691520.2774417,1,0,0,0,0,0,0,0
1732691524.2980618,0,0,0,0,0,0,0,0
1732691524.8385284,0,-0.3,0.45,0.36,-90,-22,0,0
1732691534.8485835,0,-0.3,0.55,0.36,-90,-22,0,0
1732691537.7253237,1,0,0,0,0,0,0,1
1732691597.836285,0,-0.3,0.45,0.36,-90,-22,0,0
1732691602.795878,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732691610.52643,0,-0.3,0,0.2,-179.5,0,-179.5,0
1732691613.849567,1,0,0,0,0,0,0,0
1732691619.8639653,0,-0.3,0,0.35,-179.5,0,-179.5,0
1732691625.3059015,0,0,0,0,0,0,0,0
