Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR
1757037861.1885557,0,0.07500000000000001,0,0,607.5,670,460.0,0,1
1757037861.1988375,0,0.05,0,0,631.6666666666666,670,378.33333333333337,0,0
1757037861.2087598,0,0.037500000000000006,0,0,642.75,670,337.5,0,0
1757037861.2189138,0,0.04,0,0,649.4,670,312.0,0,1
1757037861.2290237,0,0.04166666666666667,0,0,653.8333333333334,670,295.0,0,1
1757037861.2390695,0,0.03571428571428572,0,0,657,670,282.1428571428571,0,0
1757037861.2490504,0,0.037500000000000006,0,0,659.375,670,273.125,0,1
1757037861.2592638,0,0.03333333333333333,0,0,661.1111111111111,670,266.1111111111111,0,0
1757037861.269293,0,0.030000000000000002,0,0,662.5,670,261.0,0,0
1757037861.2793467,0,0.027272727272727275,0,0,663.7272727272727,670,256.8181818181818,0,0
1757037861.2895744,0,0.025,0,0,664.75,670,253.33333333333331,0,0
1757037861.2998672,1757037861.2998652,0.023076923076923078,0,0,665.6153846153846,670,250.0,0,0
1757037861.3095527,1757037861.2998652,0.025,0,0,666.3571428571429,670,247.14285714285717,0,1
1757037861.3197412,1757037861.2998652,0.023333333333333334,0,0,666.4,670,244.66666666666669,0,0
1757037861.3299515,1757037861.2998652,0.028125,0,0,667,670,242.5,1,1
1757037861.3397896,1757037861.2998652,0.029411764705882356,0,0,667.5294117647059,670,240.58823529411765,1,0
1757037861.3500047,1757037861.2998652,0.02777777777777778,0,0,668.2222222222222,670,238.88888888888889,0,0
1757037861.360258,1757037861.2998652,0.026315789473684213,0,0,668.6315789473684,670,237.63157894736844,0,0
1757037861.370401,1757037861.2998652,0.0275,0,0,668.55,670,236.25,0,1
1757037861.380303,1757037861.2998652,0.02619047619047619,0,0,668.9047619047619,670,234.76190476190476,0,0
1757037861.3904123,1757037861.2998652,0.025,0,0,669.2272727272727,670,233.4090909090909,0,0
1757037861.4004583,1757037861.2998652,0.02391304347826087,0,0,669.4782608695652,670,232.17391304347825,0,0
1757037861.410475,1757037861.2998652,0.02291666666666667,0,0,669.7083333333334,670,231.04166666666666,0,0
1757037861.4209392,1757037861.2998652,0.024,0,0,669.96,670,230.2,0,1
1757037861.4311388,1757037861.2998652,0.025,0,0,670.1923076923077,670,229.61538461538464,0,1
1757037861.4409373,1757037861.2998652,0.024074074074074074,0,0,670.4074074074074,670,229.07407407407408,0,0
1757037861.4512267,1757037861.2998652,0.023214285714285715,0,0,670.6071428571429,670,228.39285714285717,0,0
1757037861.461501,1757037861.2998652,0.022413793103448276,0,0,670.7931034482758,670,227.58620689655174,0,0
1757037861.471148,1757037861.2998652,0.021666666666666667,0,0,670.9666666666667,670,227.0,0,0
1757037861.4810305,1757037861.2998652,0.020967741935483872,0,0,671.1290322580645,670,226.4516129032258,0,0
1757037861.491029,1757037861.2998652,0.021875000000000002,0,0,671.40625,670,226.25,1,0
1757037861.5011811,1757037861.2998652,0.022727272727272728,0,0,671.2727272727273,670,226.06060606060606,1,0
1757037861.5113246,1757037861.2998652,0.025,0,0,671.4117647058823,670,225.88235294117646,2,0
1757037861.5215752,1757037861.2998652,0.025714285714285717,0,0,671.5428571428571,670,225.71428571428572,1,0
1757037861.5316432,1757037861.2998652,0.025,0,0,671.6666666666666,670,225.41666666666669,0,0
1757037861.5415013,1757037861.2998652,0.024324324324324326,0,0,671.5405405405405,670,225.0,0,0
1757037861.5521235,0,0.02368421052631579,1.5,2,671.6578947368421,670,224.4736842105263,0,0
1757037861.5621421,0,0.023076923076923078,1.5,2,671.7692307692307,669.9,223.97435897435895,0,0
1757037861.572051,0,0.022500000000000003,1.5,2,671.875,669.8,223.625,0,0
1757037861.5824296,0,0.021951219512195124,1.5,2,671.9756097560976,669.6999999999999,223.2926829268293,0,0
1757037861.592578,0,0.022619047619047622,1.5,2,671.952380952381,669.5999999999999,222.97619047619048,0,1
1757037861.602577,0,0.023255813953488372,1.5,2,672.046511627907,669.4999999999999,222.67441860465118,0,1
1757037861.612857,0,0.023863636363636365,1.5,2,672.1363636363636,669.3999999999999,222.5,0,1
1757037861.6229532,0,0.023333333333333334,1.5,2,672.2222222222222,669.2999999999998,222.22222222222223,0,0
1757037861.6325455,0,0.02282608695652174,1.5,2,672.1086956521739,669.1999999999998,221.95652173913044,0,0
1757037861.643363,0,0.022340425531914895,1.5,2,672.1702127659574,669.0999999999998,221.8085106382979,0,0
1757037861.653391,0,0.021875000000000002,1.5,2,672.25,668.9999999999998,221.77083333333334,0,0
1757037861.6631444,0,0.02142857142857143,1.5,2,672.3265306122449,668.8999999999997,221.73469387755102,0,0
1757037861.6734376,0,0.022000000000000002,1.5,2,672.4,668.7999999999997,221.7,1,0
1757037861.6836386,0,0.021568627450980392,1.5,2,672.4705882352941,668.6999999999997,221.5686274509804,0,0
1757037861.6933963,0,0.021153846153846155,1.5,2,672.5384615384615,668.5999999999997,221.44230769230768,0,0
1757037861.7046125,0,0.020754716981132078,1.5,2,672.433962264151,668.4999999999997,221.41509433962264,0,0
1757037861.7137427,0,0.020370370370370372,1.5,2,672.5,668.3999999999996,221.2962962962963,0,0
1757037861.7234986,0,0.02,1.5,2,672.5636363636364,668.2999999999996,221.1818181818182,0,0
1757037861.7344089,0,0.020535714285714286,1.5,2,672.7321428571429,668.1999999999996,220.98214285714283,1,0
1757037861.7443125,0,0.02017543859649123,1.5,2,672.859649122807,668.0999999999996,220.78947368421052,0,0
1757037861.7545812,0,0.019827586206896553,1.5,2,672.9137931034483,667.9999999999995,220.51724137931035,0,0
1757037861.7642775,0,0.02033898305084746,1.5,2,672.9661016949152,667.8999999999995,220.25423728813558,0,1
1757037861.7742903,0,0.02,1.5,2,672.6833333333333,667.7999999999995,220.16666666666666,0,0
1757037861.7842462,0,0.019672131147540985,1.5,2,672.4098360655738,667.6999999999995,220.08196721311475,0,0
1757037861.7943058,0,0.01935483870967742,1.5,2,672.4677419354839,667.5999999999995,220.0806451612903,0,0
1757037861.8051794,0,0.01904761904761905,1.5,2,672.1269841269841,667.4999999999994,219.84126984126982,0,0
