Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity,RawFzL,RawFzR,ForcePrediction,SpringConstant,RLSError,BaselineWidth,Ripeness
1762156205.8372889,0,0.025,0,0,0,0,690,400,717.5,0.0,0.0,0.0,0.0,unknown
1762156205.8473592,0,0.05,0,1,1,0,590.6666666666666,400,650.0,0.0,0.0,0.0,0.0,unknown
1762156205.8574257,0,0.037500000000000006,0,0,0,0,539.75,400,617.5,0.0,0.0,0.0,0.0,unknown
1762156205.867527,0,0.030000000000000002,0,0,0,0,509.2,400,596.0,0.0,0.0,0.0,0.0,unknown
1762156205.877638,0,0.025,0,0,0,0,488.8333333333333,400,580.8333333333333,0.0,0.0,0.0,0.0,unknown
1762156205.887727,0,0.02142857142857143,0,0,0,0,475.57142857142856,400,569.2857142857142,0.0,0.0,0.0,0.0,unknown
1762156205.897847,0,0.025,0,0,1,0,464.5,400,561.875,0.0,0.0,0.0,0.0,unknown
1762156205.9079359,0,0.022222222222222223,0,0,0,0,455.8888888888889,400,555.5555555555557,0.0,0.0,0.0,0.0,unknown
1762156205.9180806,0,0.02,0,0,0,0,449,400,551.5,0.0,0.0,0.0,0.0,unknown
1762156205.928229,0,0.018181818181818184,0,0,0,0,443.3636363636364,400,548.1818181818182,0.0,0.0,0.0,0.0,unknown
1762156205.9383426,0,0.016666666666666666,0,0,0,0,438.5,400,545.4166666666667,0.0,0.0,0.0,0.0,unknown
1762156205.9484816,0,0.015384615384615385,0,0,0,0,434.9230769230769,400,542.6923076923076,0.0,0.0,0.0,0.0,unknown
1762156205.9585855,0,0.014285714285714287,0,0,0,0,431.5,400,540.0,0.0,0.0,0.0,0.0,unknown
1762156205.9686854,0,0.013333333333333334,0,0,0,0,428.53333333333336,400,537.0,0.0,0.0,0.0,0.0,unknown
1762156205.9787862,0,0.0125,0,0,0,0,425.9375,400,534.375,0.0,0.0,0.0,0.0,unknown
1762156205.9888744,0,0.011764705882352941,0,0,0,0,423.6470588235294,400,532.3529411764706,0.0,0.0,0.0,0.0,unknown
1762156205.9989767,0,0.01388888888888889,0,0,1,0,421.6111111111111,400,530.8333333333334,0.0,0.0,0.0,0.0,unknown
1762156206.0090504,0,0.015789473684210527,0,0,1,0,419.7894736842105,400,529.7368421052631,0.0,0.0,0.0,0.0,unknown
1762156206.0191236,0,0.02,0,0,2,0,418.15,400,528.5,0.0,0.0,0.0,0.0,unknown
1762156206.0292132,0,0.01904761904761905,0,0,0,0,416.6666666666667,400,527.1428571428571,0.0,0.0,0.0,0.0,unknown
1762156206.0392926,0,0.018181818181818184,0,0,0,0,415.3181818181818,400,525.6818181818181,0.0,0.0,0.0,0.0,unknown
1762156206.0493817,0,0.017391304347826087,0,0,0,0,414.0869565217391,400,524.1304347826087,0.0,0.0,0.0,0.0,unknown
1762156206.0594833,0,0.016666666666666666,0,0,0,0,412.9583333333333,400,522.7083333333334,0.0,0.0,0.0,0.0,unknown
1762156206.0695877,0,0.018000000000000002,0,1,0,0,411.92,400,521.0,0.0,0.0,0.0,0.0,unknown
1762156206.0796669,0,0.01730769230769231,0,0,0,0,410.96153846153845,400,519.4230769230769,0.0,0.0,0.0,0.0,unknown
1762156206.0897598,0,0.01851851851851852,0,1,0,0,410.0740740740741,400,517.9629629629629,0.0,0.0,0.0,0.0,unknown
1762156206.0998347,0,0.01785714285714286,0,0,0,0,409.25,400,516.7857142857143,0.0,0.0,0.0,0.0,unknown
1762156206.109909,0,0.017241379310344827,0,0,0,0,408.48275862068965,400,515.8620689655172,0.0,0.0,0.0,0.0,unknown
1762156206.1199987,0,0.016666666666666666,0,0,0,0,407.76666666666665,400,515.0,0.0,0.0,0.0,0.0,unknown
1762156206.1300805,0,0.016129032258064516,0,0,0,0,407.0967741935484,400,514.0322580645161,0.0,0.0,0.0,0.0,unknown
1762156206.1401596,0,0.015625,0,0,0,0,406.46875,400,513.125,0.0,0.0,0.0,0.0,unknown
1762156206.1502795,0,0.015151515151515152,0,0,0,0,406.030303030303,400,512.4242424242425,0.0,0.0,0.0,0.0,unknown
1762156206.16036,0,0.014705882352941178,0,0,0,0,405.47058823529414,400,511.9117647058824,0.0,0.0,0.0,0.0,unknown
1762156206.1704626,1762156206.1714156,0.014285714285714287,0,0,0,0,404.9428571428571,400,511.42857142857144,0.0,0.0,0.0,0.0,unknown
1762156206.1805508,1762156206.1714156,0.01388888888888889,0,0,0,0,404.44444444444446,400,510.83333333333337,0.0,0.0,0.0,0.0,unknown
1762156206.1906376,1762156206.1714156,0.013513513513513514,0,0,0,0,403.97297297297297,400,510.27027027027026,0.0,0.0,0.0,0.0,unknown
1762156206.200727,1762156206.1714156,0.013157894736842106,0,0,0,0,403.5263157894737,400,509.7368421052632,0.0,0.0,0.0,0.0,unknown
1762156206.210812,1762156206.1714156,0.012820512820512822,0,0,0,0,403.1025641025641,400,509.2307692307693,0.0,0.0,0.0,0.0,unknown
1762156206.2208958,1762156206.1714156,0.0125,0,0,0,0,402.7,400,508.625,0.0,0.0,0.0,0.0,unknown
1762156206.2309823,1762156206.1714156,0.012195121951219513,0,0,0,0,402.3170731707317,400,507.9268292682927,0.0,0.0,0.0,0.0,unknown
1762156206.2410629,1762156206.1714156,0.011904761904761906,0,0,0,0,401.95238095238096,400,507.1428571428571,0.0,0.0,0.0,0.0,unknown
1762156206.2511685,1762156206.1714156,0.011627906976744186,0,0,0,0,401.6046511627907,400,506.1627906976744,0.0,0.0,0.0,0.0,unknown
1762156206.2612832,0,0.011363636363636364,0.8,0,0,3,401.27272727272725,400,505.45454545454544,0.0,0.0,0.0,0.0,unknown
1762156206.2713897,0,0.011111111111111112,0.8,0,0,3,400.9555555555556,399.9,504.7777777777777,0.0,0.0,0.0,0.0,unknown
1762156206.2814715,0,0.010869565217391306,0.8,0,0,3,400.6521739130435,399.79999999999995,504.3478260869565,0.0,0.0,0.0,0.0,unknown
1762156206.2915592,0,0.01170212765957447,0.8,1,0,3,400.3191489361702,399.69999999999993,503.93617021276594,0.0,0.0,0.0,0.0,unknown
1762156206.3016398,0,0.013541666666666667,0.8,0,2,3,400.0416666666667,399.5999999999999,503.54166666666663,0.0,0.0,0.0,0.0,unknown
1762156206.311734,0,0.01326530612244898,0.8,0,0,3,399.7755102040816,399.4999999999999,503.1632653061224,0.0,0.0,0.0,0.0,unknown
1762156206.321836,0,0.013000000000000001,0.8,0,0,3,399.52,399.39999999999986,502.79999999999995,0.0,0.0,0.0,0.0,unknown
1762156206.331946,0,0.012,0.8,0,0,3,399.27450980392155,399.29999999999984,502.4509803921569,0.0,0.0,0.0,0.0,unknown
1762156206.3420632,0,0.012,0.8,0,0,3,399.13461538461536,399.1999999999998,502.11538461538464,0.0,0.0,0.0,0.0,unknown
1762156206.3521628,0,0.01,0.8,0,0,3,398.9056603773585,399.0999999999998,501.6981132075472,0.0,0.0,0.0,0.0,unknown
1762156206.3622665,0,0.01,0.8,0,0,3,398.68518518518516,398.9999999999998,501.2962962962963,0.0,0.0,0.0,0.0,unknown
1762156206.372384,0,0.01,0.8,0,0,3,398.4727272727273,398.89999999999975,500.90909090909093,0.0,0.0,0.0,0.0,unknown
1762156206.3824635,0,0.011000000000000001,0.8,0,1,3,398.26785714285717,398.7999999999997,500.44642857142856,0.0,0.0,0.0,0.0,unknown
1762156206.3925517,0,0.014,0.8,1,2,3,398.0701754385965,398.6999999999997,500.0,0.0,0.0,0.0,0.0,unknown
1762156206.4026358,0,0.014,0.8,0,1,3,397.87931034482756,398.5999999999997,499.3965517241379,0.0,0.0,0.0,0.0,unknown
1762156206.4127219,0,0.015000000000000001,0.8,0,1,3,397.6949152542373,398.49999999999966,498.8135593220339,0.0,0.0,0.0,0.0,unknown
1762156206.4227996,0,0.015000000000000001,0.8,0,0,3,397.51666666666665,398.39999999999964,498.33333333333337,0.0,0.0,0.0,0.0,unknown
1762156206.432894,0,0.016,0.8,0,1,3,397.344262295082,398.2999999999996,497.86885245901635,0.0,0.0,0.0,0.0,unknown
1762156206.4429991,0,0.017,0.8,0,1,3,397.1774193548387,398.1999999999996,497.4193548387097,0.0,0.0,0.0,0.0,unknown
1762156206.4531145,0,0.017,0.8,0,0,3,397.015873015873,398.09999999999957,496.8253968253968,0.0,0.0,0.0,0.0,unknown
1762156206.4632297,0,0.017,0.8,0,0,3,396.859375,397.99999999999955,496.25,0.0,0.0,0.0,0.0,unknown
1762156206.4733796,0,0.018000000000000002,0.8,0,1,3,396.95384615384614,397.8999999999995,495.7692307692307,0.0,0.0,0.0,0.0,unknown
1762156206.4835103,0,0.019,0.8,1,0,3,396.8030303030303,397.7999999999995,495.3787878787879,0.0,0.0,0.0,0.0,unknown
1762156206.493616,0,0.019,0.8,0,0,3,396.65671641791045,397.6999999999995,495.0,0.0,0.0,0.0,0.0,unknown
1762156206.5037396,0,0.018000000000000002,0.8,0,0,3,396.5147058823529,397.59999999999945,494.55882352941177,0.0,0.0,0.0,0.0,unknown
1762156206.5138452,0,0.017,0.8,0,0,3,396.4492753623188,397.49999999999943,494.13043478260875,0.0,0.0,0.0,0.0,unknown
1762156206.5239503,0,0.015000000000000001,0.8,0,0,3,396.3142857142857,397.3999999999994,493.7142857142857,0.0,0.0,0.0,0.0,unknown
1762156206.5340743,0,0.016,0.8,0,1,3,396.1830985915493,397.2999999999994,493.30985915492954,0.0,0.0,0.0,0.0,unknown
1762156206.544197,0,0.017,0.8,0,1,3,396.05555555555554,397.19999999999936,492.77777777777777,0.0,0.0,0.0,0.0,unknown
1762156206.55433,0,0.017,0.8,0,0,3,395.93150684931504,397.09999999999934,492.1232876712329,0.0,0.0,0.0,0.0,unknown
1762156206.564448,0,0.017,0.8,0,0,3,395.93243243243245,396.9999999999993,491.4189189189189,0.0,0.0,0.0,0.0,unknown
1762156206.5745687,0,0.016,0.8,0,0,3,395.81333333333333,396.8999999999993,490.73333333333335,0.0,0.0,0.0,0.0,unknown
1762156206.5846608,0,0.016,0.8,0,0,3,395.69736842105266,396.7999999999993,490.13157894736844,0.0,0.0,0.0,0.0,unknown
1762156206.5947526,0,0.015000000000000001,0.8,0,0,3,395.5844155844156,396.69999999999925,489.6103896103896,0.0,0.0,0.0,0.0,unknown
1762156206.6048512,0,0.016,0.8,0,1,3,395.47435897435895,396.5999999999992,489.03846153846155,0.0,0.0,0.0,0.0,unknown
1762156206.6149392,0,0.017,0.8,0,1,3,395.36708860759495,396.4999999999992,488.5443037974684,0.0,0.0,0.0,0.0,unknown
1762156206.6250772,0,0.017,0.8,0,0,3,395.2625,396.3999999999992,488.125,0.0,0.0,0.0,0.0,unknown
