Time,ReachedHoldTime,Force,DesiredForce,State,ActualWidth,CommandWidth,Proximity
1732691699.869243,1732691699.869238,272.0254816166289,0,0,396,400,570.0
1732691699.8700557,1732691699.869238,272.0254816166289,0,0,396,400,570.0
1732691699.872159,1732691699.869238,272.0254816166289,0,0,396,400,570.0
1732691699.8733468,1732691699.869238,272.0254816166289,0,0,396,400,570.0
1732691699.8743336,1732691699.869238,272.01553220065,0,0,396,400,569.0
1732691699.875411,1732691699.869238,272.0088992566641,0,0,396,400,568.3333333333333
1732691699.8764362,1732691699.869238,272.0041614395313,0,0,396,400,567.8571428571429
1732691699.8773115,1732691699.869238,272.0006080766817,0,0,396,400,567.5
1732691699.878155,1732691699.869238,271.9978443500209,0,0,396,400,567.2222222222222
1732691699.8790374,1732691699.869238,271.99563336869227,0,0,396,400,567.0
1732691699.880071,1732691699.869238,271.9938243839688,0,0,396,400,566.8181818181818
1732691699.8810022,1732691699.869238,271.99231689669926,0,0,396,400,566.6666666666667
1732691699.8819935,1732691699.869238,271.99104133054817,0,0,396,400,566.5384615384615
1732691699.8828971,1732691699.869238,271.9899479881329,0,0,396,400,566.4285714285714
1732691699.8836455,1732691699.869238,271.9890004247063,0,0,396,400,566.3333333333333
1732691699.88456,1732691699.869238,271.98817130670807,0,0,396,400,566.25
1732691699.8854105,1732691699.869238,271.98743973200374,0,0,396,400,566.1764705882354
1732691699.886371,1732691699.869238,271.9867894433777,0,0,396,400,566.1111111111111
1732691699.8872204,1732691699.869238,271.9862076061859,0,0,396,400,566.0526315789473
1732691699.8885598,1732691699.869238,271.9856839527134,0,0,396,400,566.0
1732691699.8906868,1732691699.869238,271.98521017100006,0,0,396,400,565.952380952381
1732691699.894037,1732691699.869238,271.98477946035166,0,0,396,400,565.909090909091
1732691699.8995092,1732691699.869238,271.9843862028031,0,0,396,400,565.8695652173913
1732691699.9004726,1732691699.869238,271.9860922388389,0,0,396,400,565.8333333333333
1732691699.9014206,1732691699.869238,271.9876617919919,0,0,396,400,565.8
1732691699.9024224,1732691699.869238,271.98911061028696,0,0,396,400,565.7692307692307
1732691699.9057086,1732691699.869238,271.9904521087083,0,0,396,400,565.7407407407408
1732691699.9080892,1732691699.869238,271.99170316256266,0,0,396,400,565.7142857142858
1732691699.909079,1732691699.869238,271.9928679368408,0,0,396,400,565.6896551724137
1732691699.9099743,1732691699.869238,271.9939550595004,0,0,396,400,565.6666666666667
1732691699.9108243,1732691699.869238,271.99497204521424,0,0,396,400,565.6451612903226
1732691699.911627,1732691699.869238,271.9959254693209,0,0,396,400,565.625
1732691699.9124877,1732691699.869238,271.99682111014846,0,0,396,400,565.6060606060606
1732691699.9134662,1732691699.869238,271.9976640662214,0,0,396,400,565.5882352941176
1732691699.9144459,1732691699.869238,271.9984588533759,0,0,396,400,565.7142857142858
1732691699.9154532,1732691699.869238,272.00058716710316,0,0,396,400,565.8333333333333
1732691699.9171634,1732691699.869238,272.00260043684517,0,0,396,400,565.9459459459459
1732691699.9180138,1732691699.869238,272.00450774502184,0,0,396,400,566.0526315789473
1732691699.9189289,1732691699.869238,272.00631724252275,0,0,396,400,566.1538461538462
1732691699.9197483,1732691699.869238,272.00803626514863,0,0,396,400,566.25
1732691699.920655,1732691699.869238,272.0096714330123,0,0,396,400,566.3414634146341
1732691699.9230042,1732691699.869238,272.01122873573956,0,0,396,400,566.4285714285714
1732691699.925888,1732691699.869238,272.0115566969471,0,0,396,400,566.6279069767443
1732691699.9312727,1732691699.869238,272.01186975082703,0,0,396,400,566.8181818181818
1732691699.933398,1732691699.869238,272.01216889120116,0,0,396,400,567.0
1732691699.9353023,1732691699.869238,272.0124550254721,0,0,396,400,567.1739130434783
